id,siteID,year,icemoved,timemoved,breakup,Impact Based Flood Severity,firstboat,unsafeman,unsafeveh,typeveh,lastice,remarks,Initial Forecast Start Date,Initial Forecast End Date,qualityFlag,internalNotes
2218,Montana Creek at Parks Highway,2006,2006-03-03,,2006-04-02,,2006-04-15,2006-03-03,2006-03-03,snowmachine,2006-05-14,,,,,
2219,Susitna River at Sunshine,2006,2006-04-16,,2006-05-07,,2006-05-18,2006-04-12,2006-04-03,snowmachine,2006-05-18,,2006-04-29,2006-05-04,,
2220,Yentna River at Lake Creek,2006,2006-05-08,,2006-05-08,,2006-05-10,2006-05-02,2006-05-02,snowmachine,2006-05-12,,,,,
2221,Little Susitna River nr Palmer,2006,,,,,,2006-04-15,2006-04-01,snowmachine,,maximum winter ice thickness 2.5-3',,,,
2223,Kroto Creek at Oilwell Road,2006,2006-04-27,,2006-05-03,,,,,,,,,,,
2224,Moose Creek at Oilwell Road,2006,2006-04-21,,2006-04-24,,,,,,2006-05-01,,,,,
2225,Alexander Creek at Mouth,2006,2006-04-29,,,,,2006-04-25,2006-04-20,4 wheeler,,maximum winter ice thickness 30",,,,
2226,Anchor River at Anchor Point,2006,,,2006-04-13,,,2006-04-01,,05-07,,,,,,
3552,Kuskokwim River at McGrath,2006,2006-05-11,09:40 am,2006-05-12,,2006-05-14,2006-05-06,2006-05-05,snowmachine\, planes on sk,2006-05-16,,2006-05-02,2006-05-09,,
3563,Kuskokwim River at Crooked Creek,2006,2006-05-10,,2006-05-12,,2006-05-16,2006-05-02,2006-05-02,snowmachine,2006-05-16,,2006-05-01,2006-05-08,,
3564,Kuskokwim River at Nikolai,2006,,,2006-04-25,,,,,,,,2006-04-19,2006-04-27,,
3565,Kuskokwim River at Stony River,2006,,,2006-05-11,,,,,,,,2006-04-30,2006-05-08,,
3566,Kuskokwim River at Sleetmute,2006,,,2006-05-14,,,,,,,,2006-04-29,2006-05-06,,
3567,Kuskokwim River at Red Devil,2006,,,2006-05-14,,,,,,,,2006-05-01,2006-05-08,,
3568,Kuskokwim River at Aniak,2006,,,2006-05-14,,,,,,,,2006-05-02,2006-05-10,,
3569,Kuskokwim River at Kalskag,2006,,,2006-05-19,,,,,,,,2006-05-03,2006-05-10,,
3570,Kuskokwim River at Tuluksak,2006,,,2006-05-21,,,,,,,,2006-05-05,2006-05-12,,
3571,Kuskokwim River at Akiak,2006,,,2006-05-21,,,,,,,,2006-05-06,2006-05-13,,
3572,Kuskokwim River at Akiachak,2006,,,2006-05-22,,,,,,,,,,,
3573,Kuskokwim River at Bethel,2006,,,2006-05-23,,,,,,,,2006-05-07,2006-05-14,,
3574,Kuskokwim River at Napakiak,2006,,,2006-05-24,,,,,,,,,,,
3575,Kuskokwim River at Napaimute,2006,2006-05-14,12:04am,2006-05-14,,2006-05-16,2006-05-13,2006-05-10,snowmachine,2006-05-18,,,,,
4374,Crooked Creek at Central,2006,2006-05-04,,2006-05-04,,,,,,,Creek was low at the time of freeze\, no ice on it.,,,,
4375,Chena River at Fairbanks,2006,,,2006-05-01,,,,,,,,2006-04-22,2006-04-29,,
4376,Chisana River at Northway,2006,,,2006-04-27,,,,,,,,,,,
4377,Tanana River at Fairbanks D-S of Chena R,2006,,,2006-05-06,,,,,,,,2006-04-26,2006-05-02,,
4378,Tanana River at Nenana,2006,,,2006-05-07,,,,,,,,2006-04-27,2006-05-03,,
4380,Tanana River nr Manley Hot Springs,2006,2006-05-08,,2006-05-08,,2006-05-13,,2006-04-12,snowmachine,2006-05-16,,2006-04-29,2006-05-06,,
4381,Chatanika River at Elliott Hwy Bridge,2006,2006-05-05,,2006-05-05,,2006-05-09,2006-05-02,2006-05-02,snowmachine,2006-05-17,,,,,
4382,Chatanika River at Steese Highway,2006,2006-05-07,,2006-05-10,,2006-05-22,2006-04-27,2006-04-01,any,2006-05-13,,,,,
6291,Yukon River at Eagle,2006,,,2006-05-08,,,,,,,,2006-05-02,2006-05-08,,
6292,Yukon River at Circle,2006,,,2006-05-10,,,,,,,,2006-05-07,2006-05-13,,
6294,Yukon River at Beaver,2006,,,2006-05-13,,,,,,,,2006-05-09,2006-05-15,,
6295,Yukon River at Rampart,2006,,,2006-05-14,,,,,,,,2006-05-11,2006-05-17,,
6296,Yukon River at Stevens Village,2006,,,2006-05-14,,,,,,,,2006-05-11,2006-05-17,,
6297,Yukon River at Tanana,2006,,,2006-05-15,,,,,,,,2006-05-07,2006-05-13,,
6298,Yukon River at Ruby,2006,,,2006-05-16,,,,,,,,2006-05-09,2006-05-15,,
6300,Yukon River at Koyukuk,2006,,,2006-05-16,,,,,,,,2006-05-10,2006-05-16,,
6303,Yukon River at Kaltag,2006,,,2006-05-19,,,,,,,,2006-05-11,2006-05-17,,
6304,Yukon River at Anvik,2006,,,2006-05-22,,,,,,,,2006-05-15,2006-05-21,,
6305,Yukon River at Holy Cross,2006,,,2006-05-22,,,,,,,,2006-05-13,2006-05-19,,
6306,Yukon River at Russian Mission,2006,,,2006-05-22,,,,,,,,2006-05-13,2006-05-19,,
6307,Yukon River at Pilot Station,2006,,,2006-05-25,,,,,,,,2006-05-14,2006-05-20,,
6308,Yukon River at Marshall,2006,,,2006-05-23,,,,,,,,,,,
6309,Yukon River at Pitkas Point,2006,,,2006-05-25,,,,,,,,,,,
6310,Yukon River at Mountain Village,2006,,,2006-05-25,,,,,,,,2006-05-16,2006-05-22,,
6311,Yukon River nr Emmonak,2006,,,2006-05-28,,,,,,,,,,,
6312,Yukon River at Alakanuk,2006,,,2006-05-28,,,,,,,,2006-05-19,2006-05-25,,
6315,Yukon River at Hughes,2006,,,2006-05-13,,,,,,,,,,,
6316,Koyukuk River at Hughes,2006,,,2006-05-13,,,,,,,,2006-05-09,2006-05-15,,
6317,Koyukuk River at Huslia,2006,,,2006-05-19,,,,,,,,,,,
6318,Yukon River at Nulato,2006,2006-05-16,05:00pm,2006-05-16,,2006-05-23,2006-05-05,2006-05-05,snowmachine,2006-05-23,,2006-05-11,2006-05-17,,
6319,Koyukuk River at Bettles,2006,2006-05-11,,2006-05-11,,2006-05-15,2006-05-07,2006-05-01,snowmachine,2006-05-18,Very unethusiastic breakup this year.,2006-05-06,2006-05-14,,
6320,Koyukuk River at Allakaket,2006,2006-05-12,,2006-05-12,,2006-05-14,2006-05-10,2006-05-10,snowmachine,2006-05-19,,2006-05-08,2006-05-14,,
6321,Wiseman Creek at Wiseman,2006,2006-05-10,,2006-05-22,,2006-05-23,2006-05-07,2006-05-04,snowmachine,2006-05-25,maximum winter ice thickness 10',,,,
6322,Koyukuk River at Wiseman,2006,2006-05-08,,2006-05-08,,2006-05-17,2006-05-01,2006-04-29,snowmachine,2006-05-24,,,,,
6323,Yukon River at Galena,2006,2006-05-16,,2006-05-16,,2006-05-20,2006-05-07,2006-05-07,snowmachine,2006-05-22,,2006-05-09,2006-05-15,,
6324,Yukon River at Fort Yukon,2006,2006-05-11,,2006-05-12,,2006-05-13,2006-05-02,2006-04-25,snowmachine,2006-05-17,maximum winter ice thickness 3.6',2006-05-07,2006-05-14,,
6325,Fortymile River at Taylor Hwy Bridge,2006,2006-05-06,,2006-05-06,,2006-05-16,2006-05-01,2006-04-28,snowmachine,2006-04-14,maximum winter ice thickness 3'2",,,,
6327,OBrien Creek at Fortymile,2006,2006-05-04,,2006-05-05,,2006-05-16,2006-04-10,2006-04-15,snowmachine,2006-05-14,maximum winter ice thickness 2'9",,,,
6328,Yukon River at Dawson,2006,,,2006-05-11,,,,,,,,,,,
7109,Amber Lake at Oilwell Road,2006,,,2006-05-06,unknown,,,,,2006-05-06,,2022-03-24,2022-03-24,,
1001,Colville River at Colville Village,2005,,,2005-06-06,,,,,,,,2005-05-29,2005-06-06,,
1002,Noatak River at Noatak,2005,,,2005-05-13,,,,,,,,2005-05-20,2005-05-28,,
1025,Buckland River at Buckland,2005,,,2005-05-08,,,,,,,,2005-05-17,2005-05-27,,
1026,Kobuk River at Kobuk,2005,,,2005-05-08,,,,,,,,2005-05-17,2005-05-23,,
1028,Kobuk River at Ambler,2005,,,2005-05-12,,,,,,,,2005-05-19,2005-05-25,,
1029,Kobuk River at Shungnak,2005,,,2005-05-10,,,,,,,,2005-05-20,2005-05-26,,
1401,Kennicott River at McCarthy,2005,,,2005-04-25,,2005-04-30,2005-04-22,2005-04-12,truck,2005-04-30,max ice thickness - 35",,,,
1402,Gakona River at Gakona,2005,2005-04-24,,2005-04-28,,2005-05-02,2005-04-17,2005-04-20,snowmachine,2005-04-30,,2005-04-25,2005-05-03,,
1403,Gulkana River nr Gakona,2005,2005-04-22,,2005-04-25,,2005-05-09,2005-04-15,2005-04-20,snowmachine,2005-04-29,,2005-04-24,2005-05-02,,
1404,Tonsina River at Tonsina,2005,2005-04-16,,2005-04-16,,2005-05-04,2005-04-11,2005-04-11,snowmachine,2005-05-09,,,,,
1405,Snowshoe Lake at Snowshoe Lake,2005,2005-05-10,,2005-05-01,,2005-05-12,2005-05-10,2005-05-01,4 wheeler,2005-05-13,,,,,
2174,Yentna River at Lake Creek,2005,2005-04-28,,2005-04-28,,2005-04-30,2005-04-21,2005-04-21,snowmachine,2005-05-01,,,,,
2175,Montana Creek at Parks Highway,2005,2005-03-14,,2005-03-14,,2005-03-19,2005-03-14,2005-03-12,snowmachine,2005-04-06,,,,,
2176,Talkeetna River at Talkeetna,2005,2005-04-02,,2005-04-02,,2005-04-30,,,,2005-04-30,,,,,
2177,Anchor River at Anchor Point,2005,2005-03-27,,2005-03-27,,,2005-03-20,,,2005-04-24,,,,,
2178,Little Susitna River at Houston,2005,,,,,,2005-04-10,,,2005-04-30,,,,,
2179,Susitna River at Sunshine,2005,2005-04-26,,2005-04-29,,2005-04-30,2005-04-10,2005-04-10,snowmachine,2005-05-01,,2005-05-01,2005-05-06,,
2180,Skwentna River at Skwentna,2005,2005-04-24,,2005-04-27,,2005-04-27,2005-04-25,2005-04-23,snowmachine,2005-04-28,,,,,
2201,Susitna River at Alexander Creek,2005,2005-04-17,,2005-04-17,,2005-04-20,2005-04-14,2005-04-10,snowmachine,2005-04-25,,,,,
2202,Chelatna Lake nr Lake Creek,2005,2005-05-23,,2005-05-26,,2005-05-26,,,,2005-05-28,max ice thickness - 24",,,,
3522,Kuskokwim River at Nikolai,2005,2005-04-13,,2005-04-15,,,,,,,,2005-04-24,2005-04-30,,
3523,Kuskokwim River at McGrath,2005,,,2005-05-03,,,,,,,,2005-05-08,2005-05-14,,
3533,Kuskokwim River at Napaskiak,2005,,,2005-05-09,,,,,,,,,,,
3534,Kuskokwim River at Oscarville,2005,,,2005-05-09,,,,,,,,,,,
3536,Kuskokwim River at Bethel,2005,2005-05-08,,2005-05-09,,2005-05-09,2005-05-03,2005-04-25,cars\, trucks,2005-05-11,max ice thickness - 42.5",2005-05-12,2005-05-19,,
3537,Kuskokwim River at Crooked Creek,2005,2005-05-01,11:45am,2005-05-01,,2005-05-06,2005-04-27,2005-04-27,snowmachine,,,2005-05-07,2005-05-13,,
3538,Kvichak River at Iguigig,2005,2005-03-16,,2005-03-16,,2005-03-20,2005-03-12,2005-03-10,snowmachine,2005-05-07,,,,,
3554,Kuskokwim River at Stony River,2005,,,2005-05-02,,,,,,,,2005-05-07,2005-05-13,,
3556,Kuskokwim River at Sleetmute,2005,,,2005-05-01,,,,,,,,2005-05-06,2005-05-12,,
3557,Kuskokwim River at Red Devil,2005,,,2005-05-01,,,,,,,,2005-05-07,2005-05-13,,
3558,Kuskokwim River at Aniak,2005,,,2005-05-03,,,,,,,,2005-05-08,2005-05-14,,
3559,Kuskokwim River at Kalskag,2005,,,2005-05-04,,,,,,,,2005-05-08,2005-05-14,,
3560,Kuskokwim River at Tuluksak,2005,,,2005-05-07,,,,,,,,2005-05-10,2005-05-16,,
3561,Kuskokwim River at Akiak,2005,,,2005-05-08,,,,,,,,2005-05-11,2005-05-17,,
3562,Kuskokwim River at Napakiak,2005,,,2005-05-10,,,,,,,,,,,
4359,Tanana River at Tanacross,2005,2005-04-01,,2005-04-01,,2005-04-08,2005-03-18,2005-03-18,snowmachine,2005-04-18,,,,,
4361,Chatanika River at Elliott Hwy Bridge,2005,2005-04-23,,2005-04-24,,2005-04-27,,2005-04-22,snowmachine,2005-04-28,,,,,
4362,Tanana River nr Manley Hot Springs,2005,2005-04-30,,2005-04-30,,2005-05-02,2005-04-10,,,2005-05-05,,2005-05-02,2005-05-08,,
4363,Crooked Creek at Central,2005,2005-04-24,07:00am,2005-04-24,,,2005-04-24,2005-04-24,any,2005-05-02,,,,,
4364,Chatanika River at Steese Highway,2005,2005-04-22,,2005-04-23,,2005-05-14,,,,2005-04-29,,,,,
4365,Chena River at Fairbanks,2005,,,2005-04-27,,,,,,,,2005-04-27,2005-05-04,,
4369,Tanana River at Nenana,2005,,,2005-04-28,,,,,,,,2005-04-30,2005-05-06,,
4392,Chisana River at Northway,2005,,,2005-04-24,,,,,,,,,,,
4394,Tanana River at Fairbanks D-S of Chena R,2005,,,2005-04-28,,,,,,,,2005-04-26,2005-05-03,,
6254,Koyukuk River at Wiseman,2005,2005-04-30,,2005-05-02,,2005-05-10,2005-04-29,2005-04-27,snowmachine,2005-05-11,,,,,
6256,Wiseman Creek at Wiseman,2005,2005-05-01,,2005-05-05,,2005-05-10,2005-04-27,2005-04-26,snowmachine,2005-05-10,,,,,
6257,Koyukuk River at Bettles,2005,2005-05-04,,2005-05-04,,2005-05-09,2005-04-29,2005-04-26,snowmachine,2005-05-13,,2005-05-11,2005-05-19,,
6258,Koyukuk River at Allakaket,2005,2005-05-05,,2005-05-05,,2005-05-06,2005-05-02,2005-05-01,snowmachine,2005-05-12,,2005-05-12,2005-05-18,,
6259,Yukon River at Beaver,2005,2005-05-02,01:00pm,2005-05-02,,2005-05-04,2005-05-01,2005-04-30,snowmachine,2005-05-06,Early breakup,2005-05-12,2005-05-18,,
6260,Yukon River at Fort Yukon,2005,2005-05-01,,2005-05-01,,2005-05-06,2005-04-30,2005-04-27,snowmachine,2005-05-08,,2005-05-10,2005-05-16,,
6261,Yukon River at Ruby,2005,2005-05-03,,2005-05-03,,2005-05-10,2005-05-01,2005-05-01,snowmachine,2005-05-12,,2005-05-13,2005-05-19,,
6262,Yukon River at Eagle,2005,2005-04-28,,2005-04-28,,2005-05-08,2005-04-27,2005-04-27,snowmachine,2005-05-08,,2005-05-05,2005-05-11,,
6263,Yukon River at Galena,2005,2005-05-05,,2005-05-05,,2005-05-11,2005-05-04,2005-05-03,snowmachine,2005-05-11,,2005-05-13,2005-05-19,,
6264,Yukon River at Dawson,2005,,,2005-04-29,,,,,,,,,,,
6354,Yukon River at Circle,2005,,,2005-04-30,,,,,,,,2005-05-09,2005-05-15,,
6355,Yukon River at Stevens Village,2005,,,2005-05-04,,,,,,,,2005-05-14,2005-05-20,,
6358,Yukon River at Rampart,2005,,,2005-05-04,,,,,,,,2005-05-14,2005-05-20,,
6359,Yukon River at Tanana,2005,,,2005-05-01,,,,,,,,2005-05-11,2005-05-17,,
6360,Yukon River at Nulato,2005,,,2005-05-05,,,,,,,,2005-05-15,2005-05-21,,
6361,Yukon River at Koyukuk,2005,,,2005-05-05,,,,,,,,2005-05-14,2005-05-20,,
6364,Yukon River at Kaltag,2005,,,2005-05-06,,,,,,,,2005-05-15,2005-05-21,,
6365,Yukon River at Anvik,2005,,,2005-05-07,,,,,,,,2005-05-18,2005-05-24,,
6368,Yukon River at Holy Cross,2005,,,2005-05-08,,,,,,,,2005-05-17,2005-05-23,,
6369,Yukon River at Russian Mission,2005,,,2005-05-09,,,,,,,,2005-05-16,2005-05-22,,
6370,Yukon River at Pilot Station,2005,,,2005-05-11,,,,,,,,2005-05-19,2005-05-25,,
6371,Yukon River at Mountain Village,2005,,,2005-05-12,,,,,,,,2005-05-20,2005-05-26,,
6373,Yukon River nr Emmonak,2005,,,2005-05-14,,,,,,,,,,,
6374,Yukon River at Alakanuk,2005,,,2005-05-16,,,,,,,,2005-05-23,2005-05-29,,
991,Colville River at Colville Village,2004,2004-06-02,,2004-06-04,,2004-06-05,2004-05-27,2004-05-21,any,2004-06-05,ice thickness 0501 75 inches,2004-05-18,2004-05-26,,
993,Kobuk River at Shungnak,2004,2004-05-10,,2004-05-11,,,,,,,,2004-05-14,2004-05-20,,
996,Kobuk River at Ambler,2004,,,2004-05-17,,,,,,,,2004-05-12,2004-05-18,,
1399,Kennicott River at McCarthy,2004,2004-05-01,,2004-05-01,,2004-05-06,2004-04-27,2004-04-15,pickup,2004-05-06,,,,,
1400,Tonsina River at Tonsina,2004,2004-04-08,,,,,2004-04-08,2004-04-12,snowmachine,2004-05-09,,,,,
1416,Gulkana River nr Gakona,2004,,,2004-05-04,,,,,,,,2004-04-25,2004-05-03,,
2182,Campbell Lake at Anchorage,2004,,,2004-05-03,,,,,,,,,,,
2183,Jewel Lake at ,2004,,,2004-05-03,,,,,,,,,,,
2187,Ninilchik River at Ninilchik,2004,2004-03-30,,2004-03-30,,,,,,2004-04-10,,,,,
2188,Skwentna River at Skwentna,2004,2004-04-27,,2004-04-29,,2004-04-30,2004-04-25,2004-04-23,snowmachine,2004-05-01,,,,,
2189,Lake Hood-Spenard at Anchorage,2004,,,2004-05-03,,,,,,,,,,,
2190,Little Susitna River nr Palmer,2004,,,,,2004-05-03,2004-04-15,2004-03-30,snowmachine,2004-05-10,,,,,
2191,Yentna River at Lake Creek,2004,2004-04-23,,2004-04-29,,2004-05-01,2004-04-20,2004-04-20,snowmachine,2004-05-05,max winter ice thickness ~2.5 ft,,,,
2192,Glacier Creek nr Seward,2004,2004-04-28,,2004-04-28,,,,,,,,,,,
2193,Westchester Lagoon at ,2004,,,2004-04-29,,,,,,,,,,,
2194,Anchor River at Anchor Point,2004,,,2004-04-23,,,,,,,,,,,
2195,Little Susitna River at Houston,2004,,,2004-04-19,,,,,,,,,,,
2196,Montana Creek at Parks Highway,2004,,,2004-04-17,,,,,,,,,,,
2197,Susitna River at Sunshine,2004,,,2004-04-23,,,,,,,,2004-04-28,2004-05-03,,
2198,Gakona River at Gakona,2004,,,2004-05-05,,,,,,,,2004-04-26,2004-05-04,,
3494,Kuskokwim River at Chuathbaluk,2004,,,2004-05-01,,,,,,,,,,,
3495,Kuskokwim River at Red Devil,2004,2004-04-27,,2004-04-30,,,,,,,,2004-04-30,2004-05-07,,
3496,Kuskokwim River at Nikolai,2004,,,2004-04-18,,,,,,,,2004-04-19,2004-04-27,,
3497,Kuskokwim River at Stony River,2004,2004-04-18,,2004-04-30,,,,,,,,2004-05-01,2004-05-08,,
3500,Kuskokwim River at Bethel,2004,2004-05-01,,2004-05-02,,2004-05-03,2004-04-23,2004-04-12,car or pickup,2004-05-06,,2004-05-07,2004-05-14,,
3501,Kuskokwim River at Crooked Creek,2004,2004-04-29,8:20 p.m.,2004-05-03,,,2004-04-14,2004-04-14,snowmachine,2004-05-04,,2004-04-30,2004-05-07,,
3502,Kuskokwim River at McGrath,2004,,,2004-04-25,,,,,,,,2004-05-02,2004-05-09,,
3503,Kuskokwim River at Aniak,2004,2004-05-01,,2004-05-05,,,,,,,,2004-05-01,2004-05-08,,
3504,Kuskokwim River at Kalskag,2004,,,2004-05-02,,,,,,,,2004-05-03,2004-05-09,,
3505,Kuskokwim River at Akiak,2004,,,2004-05-01,,,,,,,,2004-05-05,2004-05-12,,
3506,Kuskokwim River at Akiachak,2004,,,2004-05-02,,,,,,,,,,,
3507,Kuskokwim River at Kwethluk,2004,,,2004-05-02,,,,,,,,,,,
3508,Nushagak River at Ekwok,2004,,,2004-04-23,,,,,,,,,,,
3509,King Salmon Creek at King Salmon,2004,,,2004-04-20,,,,,,,,,,,
3510,Kvichak River at Iguigig,2004,,,2004-04-22,,,,,,,,,,,
3576,Kuskokwim River at Sleetmute,2004,,,2004-04-30,,,,,,,,2004-05-01,2004-05-08,,
3578,Kuskokwim River at Tuluksak,2004,,,2004-05-02,,,,,,,,2004-05-03,2004-05-09,,
4340,Chena River at Fairbanks (Pikes),2004,,,2004-04-22,,,,,,,,,,,
4341,Chisana River at Northway,2004,,,2004-04-23,,,,,,,,,,,
4342,Tanana River at Tanacross,2004,,,2004-04-26,,,,,,,,2004-04-29,2004-05-06,,
4343,Tanana River at Fairbanks D-S of Chena R,2004,,,2004-04-23,,,,,,,,,,,
4344,Nenana River at Tanana,2004,,,2004-04-19,,,,,,,,,,,
4354,Crooked Creek at Central,2004,2004-04-30,,2004-04-30,,,,,,2004-05-04,Fast ending to snow on ground.  Very little water,,,,
4355,Lake Minchumina at Lake Minchumina,2004,2004-05-06,,2004-05-13,,2004-05-18,2004-05-08,2004-05-05,snowmachine,2004-05-23,Earlier than usual but fairly uneventful except fo,,,,
4356,Chatanika River at Steese Highway,2004,2004-04-18,,2004-04-18,,2004-05-17,,,,,,,,,
4357,Chatanika River at Elliott Hwy Bridge,2004,2004-04-23,,2004-04-25,,2004-04-28,2004-04-26,2004-04-25,snowmachine,2004-04-30,,,,,
4358,Smith Lake at College 5NW Ice,2004,2004-04-19,,,,2004-04-26,2004-04-16,,,2004-05-05,,,,,
4360,Tanana River nr Manley Hot Springs,2004,2004-04-27,,2004-04-28,,2004-04-28,2004-04-20,2004-04-10,snowmachine,2004-04-30,,2004-05-01,2004-05-08,,
4368,Tanana River at Nenana,2004,,,2004-04-24,,,,,,,,2004-04-29,2004-05-06,,
4371,Chena River at Fairbanks,2004,,,2004-04-22,,,,,,,,2004-04-25,2004-05-02,,
6214,Yukon River at Nulato,2004,2004-05-04,5:30 p.m.,2004-05-04,,2004-05-14,2004-04-20,2004-04-20,,2004-05-14,,2004-05-11,2004-05-17,,
6215,Yukon River at Eagle,2004,2004-05-03,3:00 p.m.,2004-05-03,,,2004-04-30,2004-04-28,snowmachine,,,2004-05-03,2004-05-09,,
6216,Yukon River at Ruby,2004,2004-05-03,12:15 p.m.,2004-05-03,,2004-05-12,2004-04-30,2004-04-27,snowmachine,2004-05-16,Early breakup notes observer.,2004-05-08,2004-05-14,,
6217,Yukon River at Fort Yukon,2004,2004-05-06,,2004-05-10,,2004-05-06,2004-04-27,2004-04-27,snowmachine,2004-05-15,,2004-05-08,2004-05-13,,
6219,Yukon River at Beaver,2004,,07:00 pm,2004-05-06,,,2004-05-03,2004-05-02,snowmachine,,,2004-05-11,2004-05-16,,
6220,Koyukuk River at Bettles,2004,2004-05-01,,2004-05-05,,2004-05-08,2004-04-26,2004-04-26,snowmachine,2004-05-19,would have been safe longer\, but hi overflow,2004-05-05,2004-05-13,,
6221,Wiseman Creek at Wiseman,2004,2004-04-27,4:00 pm,2004-05-03,,2004-05-16,2004-04-27,2004-04-21,snowmobile,2004-05-16,brown water running 0427\, eating channels in ice;,,,,
6222,Koyukuk River at Wiseman,2004,2004-04-26,,2004-05-03,,2004-05-12,2004-04-18,2004-04-14,snowmobile,2004-05-12,channels opening up\, ice move 0427 after rain; sev,,,,
6224,Koyukuk River at Allakaket,2004,2004-05-05,8:05 am,2004-05-05,,2004-05-08,2004-05-02,2004-04-29,small truck,2004-05-15,max winter ice thickness: 30",2004-05-07,2004-05-15,,
6225,Koyukuk River at Hughes,2004,2004-05-03,,2004-05-04,,,,,,,,2004-05-07,2004-05-13,,
6226,Koyukuk River at Huslia,2004,2004-05-06,,2004-05-08,,,,,,,,,,,
6227,Yukon River at Dawson,2004,,,2004-05-04,,,,,,,,,,,
6228,Yukon River at Circle,2004,2004-05-05,,2004-05-06,,,,,,,,2004-05-07,2004-05-13,,
6229,Yukon River at Stevens Village,2004,,,2004-05-10,,,,,,,,2004-05-12,2004-05-16,,
6230,Yukon River at Rampart,2004,,,2004-05-10,,,,,,,,2004-05-12,2004-05-16,,
6231,Yukon River at Tanana,2004,2004-05-02,,2004-05-10,,,,,,,,2004-05-08,2004-05-04,,
6232,Yukon River at Galena,2004,2004-05-03,3:00 pm,2004-05-06,,,,,,,,2004-05-08,2004-05-14,,
6233,Yukon River at Kaltag,2004,,,2004-05-04,,,,,,,,2004-05-11,2004-05-17,,
6234,Yukon River at Grayling,2004,2004-05-04,,2004-05-08,,,,,,,,,,,
6235,Yukon River at Holy Cross,2004,,,2004-05-03,,,,,,,,2004-05-11,2004-05-17,,
6236,Yukon River at Russian Mission,2004,,,2004-05-03,,,,,,,,2004-05-09,2004-05-15,,
6237,Yukon River at Pilot Station,2004,,,2004-05-03,,,,,,,,2004-05-11,2004-05-19,,
6238,Yukon River at Mountain Village,2004,,,2004-05-02,,,,,,,,2004-05-12,2004-05-20,,
6239,Yukon River nr Emmonak,2004,,,2004-05-08,,,,,,,,,,,
6240,Yukon River at Alakanuk,2004,,,2004-05-08,,,,,,,,2004-05-16,2004-05-24,,
6362,Yukon River at Koyukuk,2004,,,2004-05-03,,,,,,,,2004-05-08,2004-05-16,,
6366,Yukon River at Anvik,2004,,,2004-05-05,,,,,,,,2004-05-11,2004-05-17,,
994,Kobuk River at Ambler,2003,2003-05-10,,2003-05-18,,2003-05-20,2003-05-06,2003-04-25,Snowmachine,2003-05-24,,2003-05-14,2003-05-20,,
997,Kobuk River at Kobuk,2003,2003-05-11,,2003-05-12,,,,,,,,2003-05-13,2003-05-19,,
998,Kobuk River at Shungnak,2003,,,2003-05-11,,,,,,,,2003-05-16,2003-05-22,,
999,Kobuk River at Kiana,2003,,,2003-05-18,,,,,,,,,,,
1000,Buckland River at Buckland,2003,,,2003-05-11,,,,,,,,2003-05-12,2003-05-22,,
1392,Gulkana River nr Gakona,2003,2003-03-27,,2003-03-29,,2003-04-20,2003-03-18,2003-03-29,Snow Machine,2003-03-29,,2003-04-27,2003-05-05,,
1393,Gakona River at Gakona,2003,2003-03-20,,2003-03-20,,2003-04-05,2003-03-18,2003-04-02,Snow Machine,2003-04-05,,2003-04-28,2003-05-06,,
1396,Kennicott River at McCarthy,2003,2003-04-19,,2003-04-24,,2003-04-29,2003-04-20,2003-04-19,pickup,2003-05-02,,,,,
2184,Little Susitna River nr Palmer,2003,2003-04-10,,,,,2003-04-10,2003-04-02,snowmachine,2003-04-19,easy breakup; not much melt,,,,
2185,Skwentna River at Skwentna,2003,2003-04-24,,2003-04-24,,2003-04-25,2003-04-21,2003-04-17,snowmachine,2003-04-30,Ice was thinnest in years.,,,,
2186,Yentna River at Lake Creek,2003,2003-04-24,,2003-04-26,,2003-04-28,2003-04-28,2003-04-21,snowmachine,2003-04-29,,,,,
2199,Lake Hood-Spenard at Anchorage,2003,,,2003-04-25,,,,,,,,,,,
2200,Susitna River at Alexander Creek,2003,2003-04-14,,2003-04-18,,,,,,,,,,,
3499,Kuskokwim River at Crooked Creek,2003,2003-04-27,,2003-04-27,,,2003-04-14,2003-04-12,snowmachine,,,2003-05-03,2003-05-09,,
3511,Kuskokwim River at Nikolai,2003,,,2003-04-21,,,,,,,,2003-04-21,2003-04-27,,
3512,Kuskokwim River at McGrath,2003,,,2003-05-04,,,,,,,,2003-05-05,2003-05-11,,
3513,Kuskokwim River at Stony River,2003,2003-04-25,a.m.,2003-05-02,,,,,,,,2003-05-04,2003-05-10,,
3514,Kuskokwim River at Red Devil,2003,2003-04-24,,2003-04-24,,,,,,,,2003-05-04,2003-05-10,,
3515,Kuskokwim River at Aniak,2003,2003-04-30,a.m.,2003-05-01,,,,,,,,2003-05-04,2003-05-10,,
